,title,link,description
5,FIDO 기반 <b>핀테크</b> 인증 기술,http://academic.naver.com/article.naver?doc_id=865538353, 최근 급격하게 확산되고 있는 <b>핀테크</b> 서비스는 다양한 분야의 사람들로부터 관심을 받고 있다 기존 
6,<b>핀테크</b>디지털샌드박스(D-테스트베드) 이용의도에 관한 연구,http://academic.naver.com/article.naver?doc_id=877223689,The Study on the Intention of the Use of Fintech Digital Sandbox (D-Testbed) Purpose: The purpose of this study was to investigate fact
7,<b>핀테크</b> 지급결제 서비스 수용 요인 연구: 혁신확산이론과 성과기대 모형,http://academic.naver.com/article.naver?doc_id=654031404,
8,유럽연합 내 <b>핀테크</b>산업과 법의 적용 -지급결제지침 개정이 <b>핀테크</b> 사업,http://academic.naver.com/article.naver?doc_id=306406359,
9,<b>핀테크</b> 산업 확대에 따른 정책과제와 발전방향,http://academic.naver.com/article.naver?doc_id=928033104,Policies and Strategic Directions for Fintech Development in Korea 금융과 기술의 융합을 뜻하는 <b>핀테크</b>는 금융서비스
0,ICT EXPERT INTERVIEW - <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=593972943,
1,<b>핀테크</b>지원정책의 활용수준이 창업의지와 경영성과에 미치는 영향 연구,http://academic.naver.com/article.naver?doc_id=561743341,"  표제지
목차
제1장 서론 8
 제1절 연구 배경과 목적 8
 제2절 연구 범위와 방법 10
제2장 <b>핀테크</b> 산업에 "
2,마사이(Maasai) 목동과 <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=937642216,
3,「<b>핀테크</b> 지원기관 간담회」 개최,http://academic.naver.com/article.naver?doc_id=301605545,
4,[Focus] &quot;<b>핀테크</b> 고속도로&quot; 뚫렸다!,http://academic.naver.com/article.naver?doc_id=846232207,
5,Special Report - <b>핀테크</b> 규제 및 시험인증,http://academic.naver.com/article.naver?doc_id=594174573,
6,블록체인 기반 사물인터넷의 <b>핀테크</b> 활용,http://academic.naver.com/article.naver?doc_id=594795239,
7,<b>핀테크</b> 서비스의 사용의도에 영향을 미치는 요인,http://academic.naver.com/article.naver?doc_id=844812036,
8,Special Report - 국내 <b>핀테크</b> 결제서비스 동향,http://academic.naver.com/article.naver?doc_id=594341315,
9,[외국정책사례] 영국의 <b>핀테크</b> 산업 지원 정책과 시사점,http://academic.naver.com/article.naver?doc_id=879754374,
0,[외국정책사례] 영국의 <b>핀테크</b> 산업 지원 정책과 시사점,http://academic.naver.com/article.naver?doc_id=929402290,
1,"<b>핀테크</b> 기업, <b>핀테크</b> 한류 꿈꾼다",http://academic.naver.com/article.naver?doc_id=301609051,
2,<b>핀테크</b>의 보안 고려사항에 대한 연구,http://academic.naver.com/article.naver?doc_id=235618701,"A Study on the FinTech : The consideration of the Security Recently, mobile devices have been widely used. Therefore, the service users"
3,[공동체자유주의 세미나 요약] 제4차 산업혁명과 <b>핀테크</b> 3.0,http://academic.naver.com/article.naver?doc_id=929166146,
4,[공동체자유주의 세미나 요약] 제4차 산업혁명과 <b>핀테크</b> 3.0,http://academic.naver.com/article.naver?doc_id=880914293,
5,<b>핀테크</b> 산업에서의 주요 스타트 업 사례 연구,http://academic.naver.com/article.naver?doc_id=878557915,"A Study on Major Start-up Cases in Fin-tech Industry   start-up, online bank, fin-tech, ICT "
6,<b>핀테크</b> 산업에서의 주요 스타트 업 사례 연구,http://academic.naver.com/article.naver?doc_id=929288909,"A Study on Major Start-up Cases in Fin-tech Industry   start-up, online bank, fin-tech, ICT "
7,<b>핀테크</b> 결제서비스 지속적 이용에 지각된 가치 및 신뢰의 영향,http://academic.naver.com/article.naver?doc_id=927687255,The Effect of the Reliability and the Perceived Value on the Continuous Use of Fintech Service As a part of the recent financial servic
8,제5차 APG 서울 워크숍 개최 - <b>핀테크</b>를 이용한 자금세탁/테러자금조달 위,http://academic.naver.com/article.naver?doc_id=301604102,
9,<b>핀테크</b>금융이 중국 금융산업에 미치는 영향,http://academic.naver.com/article.naver?doc_id=557623841,Influence of Fintech On Finance industry in china:Focused on the Case of China Bank 지속적으로 상업은행은 금융 서비스 
0,Special Report - 블록체인패러다임과 <b>핀테크</b> 보안,http://academic.naver.com/article.naver?doc_id=594725831,
1,한국의 <b>핀테크</b> 생태계 구축방향,http://academic.naver.com/article.naver?doc_id=877765464,
2,<b>핀테크</b> 이용 동기에 따른 이용자 태도와 구전의도의 관계 - 혁신저항과 ,http://academic.naver.com/article.naver?doc_id=715491496,
3,<b>핀테크</b> 보안 기술 분석 및 동향,http://academic.naver.com/article.naver?doc_id=878230965,
4,Special Report - <b>핀테크</b> 보안 - 이상거래탐지 동향 및 전망,http://academic.naver.com/article.naver?doc_id=594824071,
5,"「인공지능, 가상현실, <b>핀테크</b> 규제혁신」 방안 발표",http://academic.naver.com/article.naver?doc_id=301605644,
6,<b>핀테크</b> 머리말,http://academic.naver.com/article.naver?doc_id=865538351,
7,「<b>핀테크</b> 협력 네트워크」 출범 및 「금융권 공동 Demo Day」 개최,http://academic.naver.com/article.naver?doc_id=301605393,
8,모바일 뱅킹에서 <b>핀테크</b> 서비스로의 전환 시 고객만족에 영향을 미치는 ,http://academic.naver.com/article.naver?doc_id=562410848,"  표제지
요약
목차
제1장 서론 12
 제1절 연구의 배경 및 목적 12
  1. 연구의 배경 12
  2. 연구의 목적 14
"
9,<b>핀테크</b> 생태계 조성을 위한「<b>핀테크</b> 지원협의체」출범,http://academic.naver.com/article.naver?doc_id=301609273,
0,Special Report - 국내외 <b>핀테크</b> 서비스 및 정책 동향,http://academic.naver.com/article.naver?doc_id=594927796,
1,「2단계 <b>핀테크</b> 발전 로드맵」기본방향 발표,http://academic.naver.com/article.naver?doc_id=301606300,
2,[신기술과 산업 지형의 변화 ③] <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=928945214,
3,Special Report - <b>핀테크</b> 서비스 개인정보보호 이슈,http://academic.naver.com/article.naver?doc_id=594576698,
4,클라우드 국제 큼융 <b>핀테크</b>(금융IT)서비스 성공 전략,http://academic.naver.com/article.naver?doc_id=709741061,
5,<b>핀테크</b> 기업의 광고를 통한 브랜드 증거가 브랜드 전형성 및 브랜드 현,http://academic.naver.com/article.naver?doc_id=879601313, IT 기술을 기반으로 하는 기업들이 <b>핀테크</b> 산업을 이끌어가면서 브랜드 관리가 더욱 중요해지고 있다
6,<b>핀테크</b>의 사용자 특성과 제품 특성이 지속 사용의도에 미치는 영향,http://academic.naver.com/article.naver?doc_id=932921490,
7,<b>핀테크</b>기업의 재무특성에 관한 연구,http://academic.naver.com/article.naver?doc_id=713901637,
8,<b>핀테크</b> 기업의 광고를 통한 브랜드 증거가 브랜드 전형성 및 브랜드 현,http://academic.naver.com/article.naver?doc_id=879601313, IT 기술을 기반으로 하는 기업들이 <b>핀테크</b> 산업을 이끌어가면서 브랜드 관리가 더욱 중요해지고 있다
9,<b>핀테크</b> 기업의 광고를 통한 브랜드 증거가 브랜드 전형성 및 브랜드 현,http://academic.naver.com/article.naver?doc_id=927622793, IT 기술을 기반으로 하는 기업들이 <b>핀테크</b> 산업을 이끌어가면서 브랜드 관리가 더욱 중요해지고 있다
0,정보 속으로 : 특집 ; 모바일결제 - <b>핀테크</b> <b>핀테크</b> 스타트업을 한다는 것,http://academic.naver.com/article.naver?doc_id=156164982,
1,부산지역 <b>핀테크</b> 산업생태계 조성방안 연구,http://academic.naver.com/article.naver?doc_id=288867855,"   빅데이터, 수요견인형, 전문인력 "
2,"한국 <b>핀테크</b> 스타트업의 기술, 실리콘밸리에 알리다",http://academic.naver.com/article.naver?doc_id=301606224,
3,<b>핀테크</b> 기술의 산업 동향 및 경제적 파급효과 분석,http://academic.naver.com/article.naver?doc_id=928762808,
4,<b>핀테크</b> 기술의 산업 동향 및 경제적 파급효과 분석,http://academic.naver.com/article.naver?doc_id=878490412,
5,<b>핀테크</b>의 도입과 규제환경,http://academic.naver.com/article.naver?doc_id=929531665,
6,특집원고 국내 <b>핀테크</b> 기술 적용 현황 분석,http://academic.naver.com/article.naver?doc_id=865538201,
7,"<b>핀테크</b> 서비스 개발, 이제 쉽고 빨라집니다",http://academic.naver.com/article.naver?doc_id=301606575,
8,"[Focus] &quot;<b>핀테크</b>&quot; 인터넷은행, &quot;은산분리&quot; 규제로 급제동",http://academic.naver.com/article.naver?doc_id=846212236,
9,<b>핀테크</b> 비즈니스 플랫폼 지속참여 요인에 대한 연구,http://academic.naver.com/article.naver?doc_id=716603133,
0,<b>핀테크</b> 산업과 산업공학의 역할,http://academic.naver.com/article.naver?doc_id=929531664,
1,특집원고 <b>핀테크</b> 보안 표준화 동향,http://academic.naver.com/article.naver?doc_id=865538198,
2,[Focus] &quot;<b>핀테크</b> 고속도로&quot; 뚫렸다!,http://academic.naver.com/article.naver?doc_id=187964883,
3,"한국의 <b>핀테크</b> 스타트업, 런던에 선보이다!",http://academic.naver.com/article.naver?doc_id=301606780,
4,국내 <b>핀테크</b> 기술 적용 현황 분석,http://academic.naver.com/article.naver?doc_id=929764052,Analysis on Trend of Domestic Fintech technology    
5,국내 <b>핀테크</b> 기술 적용 현황 분석,http://academic.naver.com/article.naver?doc_id=879352594,Analysis on Trend of Domestic Fintech technology    
6,국내 <b>핀테크</b> 기술 적용 현황 분석,http://academic.naver.com/article.naver?doc_id=879352594,Analysis on Trend of Domestic Fintech technology    
7,한국형 <b>핀테크</b> 기술 세계 무대에 서다!,http://academic.naver.com/article.naver?doc_id=301606990,
8,<b>핀테크</b> 보안 표준화 동향,http://academic.naver.com/article.naver?doc_id=880641667,Fintech Security Standardization Trend    
9,<b>핀테크</b> 보안 표준화 동향,http://academic.naver.com/article.naver?doc_id=929764049,Fintech Security Standardization Trend    
0,<b>핀테크</b> 보안 표준화 동향,http://academic.naver.com/article.naver?doc_id=880641667,Fintech Security Standardization Trend    
1,<b>핀테크</b>를 위한 스마트 컨트랙트 보안,http://academic.naver.com/article.naver?doc_id=177347444,"  목차
<b>핀테크</b>를 위한 스마트 컨트랙트 보안 / 신다혜 ; 이종협 1
 1. 서론 1
 2. 스마트 컨트랙트와 기반 "
2,국내 <b>핀테크</b>산업 활성화와 금융소비자보호를 위한 법제개선방안,http://academic.naver.com/article.naver?doc_id=846679164,
3,<b>핀테크</b> 기반 모바일 간편 결제 서비스 이용에 관한 연구 : 중국 <b>핀테크</b> ,http://academic.naver.com/article.naver?doc_id=562074277,"A study on the use of FinTech-based mobile easy payment service : focused on China's FinTech enterprises  표제지
목차
국문요약"
4,"국내 <b>핀테크</b>(FinTech), 혁신 궤도에 오르다",http://academic.naver.com/article.naver?doc_id=928945165,
5,<b>핀테크</b>(FinTech) : 금융 산업의 신 성장 동력,http://academic.naver.com/article.naver?doc_id=929531666,
6,스마트 금융서비스를 위한 사용자 중심의 <b>핀테크</b>(fintech) 어플리케이션 ,http://academic.naver.com/article.naver?doc_id=879844498,Deducting directiong point through case study of user centered fintech application for smart finance service    
7,더치페이 및 모임 회비 전달을 편리하게 하는 <b>핀테크</b> 서비스,http://academic.naver.com/article.naver?doc_id=927706166,
8,더치페이 및 모임 회비 전달을 편리하게 하는 <b>핀테크</b> 서비스,http://academic.naver.com/article.naver?doc_id=880675561,
9,<b>핀테크</b> 도입이 은행의 수익성에 미치는 영향 분석,http://academic.naver.com/article.naver?doc_id=630693872,"The impact of adopting FinTech on profitability of bank 금융위원회는 <b>핀테크</b>(FinTech)를 ‘모바일 결제 및 송금, 온라"
0,<b>핀테크</b> 산업과 산업공학의 역할,http://academic.naver.com/article.naver?doc_id=179988284,"   ICT, 오프라인, 금융산업 "
1,중국 <b>핀테크</b> 산업의 특징과 시사점 (제2016- 8호),http://academic.naver.com/article.naver?doc_id=174703448,
2,<b>핀테크</b> 보안 기술 동향,http://academic.naver.com/article.naver?doc_id=929764050,
3,<b>핀테크</b> 보안 기술 동향,http://academic.naver.com/article.naver?doc_id=879284327,
4,<b>핀테크</b> 보안 기술 동향,http://academic.naver.com/article.naver?doc_id=879284327,
5,영국과 중국의 <b>핀테크</b>산업 규제법제에 관한 연구 - 인터넷전문은행과 대,http://academic.naver.com/article.naver?doc_id=725692112,
6,국내 <b>핀테크</b> 활성화를 위한 전문가 집단별 중요도 평가,http://academic.naver.com/article.naver?doc_id=191193242,"  1. 서론
 2. 연구배경
 3. 연구설계
 참고문헌  "
7,[FOCUS] &quot;<b>핀테크</b>&quot; 등장에 고금리 대출시장 꺾이나?,http://academic.naver.com/article.naver?doc_id=846199238,
8,<b>핀테크</b> 플랫폼의 성과에 영향을 미치는 요인 연구,http://academic.naver.com/article.naver?doc_id=929550163,"A Study on the Factors Influencing the Performance of FinTech Platform In recent years, as IT technologies such as cloud computing and "
9,"가상화폐(코인), 네트워크 마케팅, 신기술 등 <b>핀테크</b>까지 기승 : 진화하",http://academic.naver.com/article.naver?doc_id=291037732,"   비트코인, 다단계판매, 신용불량, 유엔코인 "
0,<b>핀테크</b> 인증방식 및 거래규모에 따른 소비자의 인지된 위험 및 사용의도,http://academic.naver.com/article.naver?doc_id=878318180,
1,"<b>핀테크</b>, 거대한 변화의 중심이 되겠습니다!",http://academic.naver.com/article.naver?doc_id=301607376,
2,<b>핀테크</b>의 도입과 규제환경,http://academic.naver.com/article.naver?doc_id=562343923,"   빅데이타, 금융서비스, 인터넷뱅킹, 개인정보, 신용정보 "
3,국제무역결제를 위한 <b>핀테크</b> 도입에 관한 탐색적 연구,http://academic.naver.com/article.naver?doc_id=1002705805,"An Exploratory Study on FinTech Utilization in International Trade Settlement Purpose In this study, we analyze the problems of the tra"
4,국제무역결제를 위한 <b>핀테크</b> 도입에 관한 탐색적 연구,http://academic.naver.com/article.naver?doc_id=765817449,"An Exploratory Study on FinTech Utilization in International Trade Settlement Purpose In this study, we analyze the problems of the tra"
5,"[Focus] &quot;<b>핀테크</b>&quot; 인터넷은행, &quot;은산분리&quot; 규제로 급제동",http://academic.naver.com/article.naver?doc_id=177778438,
6,"진화하는 <b>핀테크</b>에서의 과세 논점 -크라우드펀딩, P2P 대출, 그리고 블록",http://academic.naver.com/article.naver?doc_id=928314170,"Evolution of FinTech and its Tax Implication -A Study on Crowdfunding, P2P Lending, and Blockchain- <b>핀테크</b>는 금융서비스와 기"
7,<b>핀테크</b>(FinTech) : 금융 산업의 신 성장 동력,http://academic.naver.com/article.naver?doc_id=179988286,"   자본조달, 소프트웨어, 재무관리 "
8,중소기업을 위한 <b>핀테크</b> 활용방안 및 정책과제,http://academic.naver.com/article.naver?doc_id=929531659,
9,국내 <b>핀테크</b> 동향 및 모바일 결제 서비스 분석: 텍스트 마이닝 기법 활용,http://academic.naver.com/article.naver?doc_id=932921483,
0,과학기술정책 - 제214호 : 신기술과 산업 지형의 변화 ③ <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=309664446,
1,"<b>핀테크</b> 활성화 지원 정책, 종합심사낙찰제도 등 주요 정책에 대한 고용",http://academic.naver.com/article.naver?doc_id=301606105,
2,<b>핀테크</b> 플랫폼의 성과에 영향을 미치는 요인 연구,http://academic.naver.com/article.naver?doc_id=843037453,"A Study on the Factors Influencing the Performance of FinTech Platform In recent years, as IT technologies such as cloud computing and "
3,<b>핀테크</b> 플랫폼의 성과에 영향을 미치는 요인 연구,http://academic.naver.com/article.naver?doc_id=843037453,"A Study on the Factors Influencing the Performance of FinTech Platform In recent years, as IT technologies such as cloud computing and "
4,<b>핀테크</b>서비스의 보안취약점과 대응 방안 연구,http://academic.naver.com/article.naver?doc_id=710575862,
5,"과학기술정책 - 제210호 : 국내 <b>핀테크</b>(FinTech), 혁신 궤도에 오르다",http://academic.naver.com/article.naver?doc_id=309663155,
6,국내 <b>핀테크</b>산업 활성화와 금융소비자보호를 위한 법제개선방안,http://academic.naver.com/article.naver?doc_id=306406607,
7,<b>핀테크</b> 모바일 간편결제 서비스 활성화 방안,http://academic.naver.com/article.naver?doc_id=932921468,
8,<b>핀테크</b>(Fintech)와 소비자 보호방안 연구,http://academic.naver.com/article.naver?doc_id=880242385,A study on Fintech and consumer protection measures    
9,<b>핀테크</b> 모바일 간편결제 서비스 활성화 방안,http://academic.naver.com/article.naver?doc_id=846700247,A Study on the Promotion of Mobile Easy Payment Services in the Fintech Era 최근 <b>핀테크</b> 산업에 대한 관심이 나날이 고
0,<b>핀테크</b> 결제 서비스에서 프라이버시 및 신뢰요인의 영향,http://academic.naver.com/article.naver?doc_id=927687228,The Effect of Privacy and Trust Factors in Fintech Service The fourth industrial revolution is creating new industries that have applie
1,<b>핀테크</b> 기술의 보안 위협과 대응 방안 연구,http://academic.naver.com/article.naver?doc_id=880401313,
2,<b>핀테크</b> 결제시스템 특성이 신뢰 및 혁신저항에 미치는 영향,http://academic.naver.com/article.naver?doc_id=927687197,The Effect of Factors of FinTech Service on the Trust and Innovative Resistance With the development of information and communication t
3,<b>핀테크</b>를 위한 모바일 결제 기술 사례 및 방향,http://academic.naver.com/article.naver?doc_id=880547790,Mobile payment technology practices and direction for the Fintech    
4,<b>핀테크</b> 활성화를 위한 정책 제언,http://academic.naver.com/article.naver?doc_id=846700217,
5,특집원고 <b>핀테크</b>Fintech와 정보보안,http://academic.naver.com/article.naver?doc_id=128481062,
6,<b>핀테크</b>시대 모바일결제 기술발전 전망,http://academic.naver.com/article.naver?doc_id=707191136,
7,지급결제부터 성공해야 할 <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=846700218,
8,블록체인 기반의 안전한 <b>핀테크</b> 서비스 정책 제언,http://academic.naver.com/article.naver?doc_id=880816585,
9,기관탐방 영국 <b>핀테크</b> 지원 기관들,http://academic.naver.com/article.naver?doc_id=128481162,
0,[공동체자유주의 세미나 요약] <b>핀테크</b> 생태계 조성을 위한 전략,http://academic.naver.com/article.naver?doc_id=880611358,
1,[공동체자유주의 세미나 요약] <b>핀테크</b> 생태계 조성을 위한 전략,http://academic.naver.com/article.naver?doc_id=929166102,
2,정보통신방송정책 - 제28권 23호 통권637호 : 인도의 화폐개혁과 <b>핀테크</b>의 ,http://academic.naver.com/article.naver?doc_id=309665793,
3,<b>핀테크</b>(Fintech)와 정보보안,http://academic.naver.com/article.naver?doc_id=929763868,Fintech and Information Security    
4,디지털 테크노스트레스와 디지털기술 불편성이 <b>핀테크</b> 결제행동에 미치,http://academic.naver.com/article.naver?doc_id=1002704735,Impacts of Digital Technostress and Digital Technology Discomfort on Fintech Payment Behavior: Focusing on Chinese Consumers Purpose - 
5,특집원고 모바일 <b>핀테크</b> 애플리케이션의 보안 위협 및 대응책 연구,http://academic.naver.com/article.naver?doc_id=865538202,
6,<b>핀테크</b> 거래의 현행과세 및 개선방안에 대한 연구,http://academic.naver.com/article.naver?doc_id=630681145,A Study on the Current Taxation and Improvement of FinTech Trading : Focused on P2P Loans <b>핀테크</b>는 2008년 글로벌 금융위기 
7,<b>핀테크</b> 서비스의 지각된 보안성 향상을 위한 디자인 가이드라인 연구,http://academic.naver.com/article.naver?doc_id=951042372,A Study on Design Guidelines for Improving Perceived Security of Fintech Services 최근 들어 빠른 속도로 성장하고 있는 
8,영국 <b>핀테크</b> 지원 기관들,http://academic.naver.com/article.naver?doc_id=929763870,Fintech Support Organizations of United Kingdom    
9,영국 <b>핀테크</b> 지원 기관들,http://academic.naver.com/article.naver?doc_id=877706697,Fintech Support Organizations of United Kingdom    
0,영국 <b>핀테크</b> 지원 기관들,http://academic.naver.com/article.naver?doc_id=877706697,Fintech Support Organizations of United Kingdom    
1,모바일 <b>핀테크</b> 애플리케이션의 보안 위협 및 대응책 연구,http://academic.naver.com/article.naver?doc_id=878810320,Security Analysis on Mobile Finance Apps    
2,모바일 <b>핀테크</b> 애플리케이션의 보안 위협 및 대응책 연구,http://academic.naver.com/article.naver?doc_id=929764053,Security Analysis on Mobile Finance Apps    
3,모바일 <b>핀테크</b> 애플리케이션의 보안 위협 및 대응책 연구,http://academic.naver.com/article.naver?doc_id=878810320,Security Analysis on Mobile Finance Apps    
4,특집원고 <b>핀테크</b> 보안 기술 동향 상황인지기반 인증 기술,http://academic.naver.com/article.naver?doc_id=865538199,
5,차세대 <b>핀테크</b> 인증 기술,http://academic.naver.com/article.naver?doc_id=865538100, 모바일 결제 스마트 뱅킹 등 우리 생활의 일상적인 금융 업무에서 차별화된 편의성을 제공하기 시작
6,유럽연합에서의 <b>핀테크</b> 산업과 법의 적용,http://academic.naver.com/article.naver?doc_id=880450213, 최근 <b>핀테크</b>에 대한 사회적인 관심도가 높아지고 그에 대한 사업성 또한 커서 법적 논의도 활발하다.
7,유럽연합에서의 <b>핀테크</b> 산업과 법의 적용,http://academic.naver.com/article.naver?doc_id=880450213, 최근 <b>핀테크</b>에 대한 사회적인 관심도가 높아지고 그에 대한 사업성 또한 커서 법적 논의도 활발하다.
8,유럽연합에서의 <b>핀테크</b> 산업과 법의 적용,http://academic.naver.com/article.naver?doc_id=929377051, 최근 <b>핀테크</b>에 대한 사회적인 관심도가 높아지고 그에 대한 사업성 또한 커서 법적 논의도 활발하다.
9,<b>핀테크</b> 인재 양성을 위한 역량중심 비교과과정 개발 및 운영체계에 관한,http://academic.naver.com/article.naver?doc_id=288461458," 제4차 산업혁명시대에 전통적 금융환경과 질서의 패러다임이 점차 변화함에 따라, 새로운 금융인재"
0,"금융개혁 핵심과제, 「<b>핀테크</b> 육성」 추진성과 점검 결과",http://academic.naver.com/article.naver?doc_id=301607888,
1,전통시장 맞춤형 <b>핀테크</b>(Fin-Tech) 기술개발 시범적용,http://academic.naver.com/article.naver?doc_id=720470563,
2,국내 <b>핀테크</b> 기업의 해외진출 지원방안,http://academic.naver.com/article.naver?doc_id=301608532,
3,<b>핀테크</b> 활성화를 위한 정책 제언,http://academic.naver.com/article.naver?doc_id=306406570,
4,"금융개혁 1년, <b>핀테크</b> 혁신으로 금융의 새 바람이 붑니다",http://academic.naver.com/article.naver?doc_id=301607972,
5,전통시장 맞춤형 <b>핀테크</b>(Fin-Tech) 기술개발 및 시범적용,http://academic.naver.com/article.naver?doc_id=845751853,
6,지급결제부터 성공해야 할 <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=306406606,
7,특집원고 <b>핀테크</b> 결제의 편리성과 안전성 토큰화 관점,http://academic.naver.com/article.naver?doc_id=128481155,
8,<b>핀테크</b>를 이용한 모바일 간편결제 기술 비교 분석,http://academic.naver.com/article.naver?doc_id=878507421,
9,4차 산업혁명시대 <b>핀테크</b> 활성화 전략,http://academic.naver.com/article.naver?doc_id=288964809,"  [표지]
Program
목차
개회사 / 박종면 4
환영사 / 민병두 6
<b>핀테크</b>와 블록체인 활성화 방안 / 이재형 7
 1-1"
0,KISDI Premium Report - 15-10 : <b>핀테크</b>와 금융 혁신,http://academic.naver.com/article.naver?doc_id=309660503,
1,<b>핀테크</b> 결제시스템의 비즈니스모델 탐색,http://academic.naver.com/article.naver?doc_id=710883171,"   Phone, Payment system, Payment service provider, Payment, Mobile payment, Financial transaction, Commerce, Business Model Canvas, Bu"
2,<b>핀테크</b>(Fintech)가 정보보호산업에 미치는 영향 : 금융보안 거버넌스 체계 ,http://academic.naver.com/article.naver?doc_id=187844908,
3,SNS <b>핀테크</b> 서비스를 위한 이상거래 탐지모델,http://academic.naver.com/article.naver?doc_id=722503916,
4,<b>핀테크</b> 결제의 편리성과 안전성 : 토큰화 관점,http://academic.naver.com/article.naver?doc_id=929763866,Convenience and Safety of FinTech Payments : Tokenization    
5,<b>핀테크</b> 산업 동향과 주요 비즈니스 모델에 대한 연구,http://academic.naver.com/article.naver?doc_id=928909088,
6,<b>핀테크</b>산업 육성을 위한 규제개선 방안 연구,http://academic.naver.com/article.naver?doc_id=602397672,"A Study on Regulations for Promotion of Fintech Industry Ⅰ. 배경 및 목적
□ 기존의 <b>핀테크</b> 관련 법제도는 새로운 "
7,[FOCUS] &quot;<b>핀테크</b>&quot; 등장에 고금리 대출시장 꺾이나?,http://academic.naver.com/article.naver?doc_id=177969617,
8,<b>핀테크</b> 사용에 대한 정보프라이버시 염려와 이용자 저항에 대한 연구,http://academic.naver.com/article.naver?doc_id=928609623, 최근 금융과 IT가 결합된 <b>핀테크</b>에 대한 관심이 증가하고 있다. 현재 <b>핀테크</b> 서비스는 확산 초기 단계
9,특집원고 <b>핀테크</b> 시대 새로운 인증 기술을 요구하다,http://academic.naver.com/article.naver?doc_id=128481161,
0,<b>핀테크</b>(FinTech) 서비스의 주요 사례와 보안 이슈,http://academic.naver.com/article.naver?doc_id=928909089,
1,문화속으로 : Cartoon ; 삼부자이야기 <b>핀테크</b> 시대,http://academic.naver.com/article.naver?doc_id=156164512,
2,<b>핀테크</b> 모바일 간편결제 서비스 활성화 방안,http://academic.naver.com/article.naver?doc_id=306407870,A Study on the Promotion of Mobile Easy Payment Services in the Fintech Era 최근 <b>핀테크</b> 산업에 대한 관심이 나날이 고
3,중국 O2O 서비스 2018년 시장 규모 1.6조 위안 예상 : 유통의 새바람 온·오,http://academic.naver.com/article.naver?doc_id=235678711,
4,<b>핀테크</b> 벤처 및 스타트업 본격 지원,http://academic.naver.com/article.naver?doc_id=301608420,
5,전통시장 맞춤형 <b>핀테크</b>(Fin-Tech) 기술개발 및 시범적용,http://academic.naver.com/article.naver?doc_id=155919965,
6,차세대 성장동력 <b>핀테크</b> (Fin Tech) 의 융합과 진화,http://academic.naver.com/article.naver?doc_id=929531629,
7,T-Commerce 글로벌 시장의 <b>핀테크</b>(FinTech) 서비스,http://academic.naver.com/article.naver?doc_id=927531229,FinTech Service in T-Commerce Global Market    
8,T-Commerce 글로벌 시장의 <b>핀테크</b>(FinTech) 서비스,http://academic.naver.com/article.naver?doc_id=878896452,FinTech Service in T-Commerce Global Market    
9,정보 속으로 : 특집 ; 글로벌 <b>핀테크</b> 산업 동향 및 전망,http://academic.naver.com/article.naver?doc_id=156164510,
0,세계최초로 금융권 공동 <b>핀테크</b> 인프라(오픈 플랫폼) 구축된다,http://academic.naver.com/article.naver?doc_id=301608769,
1,<b>핀테크</b> 결제서비스의 전환가치에 신뢰와 혁신저항의 영향,http://academic.naver.com/article.naver?doc_id=927687211,The Effect of Reliability and Innovation Resistance on the Switching Value of Fintech Service Fintech is a combination of financial and
2,<b>핀테크</b> 산업의 지불카드산업 데이터보안표준(PCI-DSS)과 국내·외 정보보,http://academic.naver.com/article.naver?doc_id=186131520,"  목차
<b>핀테크</b> 산업의 지불카드산업 데이터보안표준(PCI-DSS)과 국내·외 정보보호인증제도 비교 연구 / "
3,<b>핀테크</b> 사용에 대한 정보프라이버시 염려와 이용자 저항에 대한 연구,http://academic.naver.com/article.naver?doc_id=707768642, 최근 금융과 IT가 결합된 <b>핀테크</b>에 대한 관심이 증가하고 있다. 현재 <b>핀테크</b> 서비스는 확산 초기 단계
4,<b>핀테크</b> 거래의 과세 문제점 및 개선방안에 관한 연구－P2P대출 중심으로,http://academic.naver.com/article.naver?doc_id=645881228,A Study on the Problems and Suggestions of the Current Taxation on FinTech Transactions －Focusing on P2P loans－ <b>핀테크</b>는 2008
5,특집원고 해외 사례를 통해 알아본 <b>핀테크</b> 보안 이슈진단 및 보안 추진,http://academic.naver.com/article.naver?doc_id=128481156,
6,SNS <b>핀테크</b> 서비스를 위한 이상거래 탐지모델,http://academic.naver.com/article.naver?doc_id=879273245,A Fraud Detection Model for SNS Fintech Service    
7,SNS <b>핀테크</b> 서비스를 위한 이상거래 탐지모델,http://academic.naver.com/article.naver?doc_id=928129322,A Fraud Detection Model for SNS Fintech Service    
8,SNS <b>핀테크</b> 서비스를 위한 이상거래 탐지모델,http://academic.naver.com/article.naver?doc_id=879273245,A Fraud Detection Model for SNS Fintech Service    
9,<b>핀테크</b> 시대: 새로운 인증 기술을 요구하다,http://academic.naver.com/article.naver?doc_id=929763867,FinTech Era: Needs for the innovation of user authentication technologies    
